type;price;priсePerEarthsquare;houseSquare;earthSquare;floors;place;URL
cottage;125000000;279767;446.8;13.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/265331920/
cottage;179440000;276062;650;15.0;3;Куркинское шоссе;https://www.cian.ru/sale/suburban/255420112/
house;198000000;198000;1000;21.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264366187/
cottage;237130409;403970;587;25.89;2;Боровское шоссе;https://www.cian.ru/sale/suburban/238390607/
house;287430799;191621;1500;50.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/240654218/
cottage;308988109;996736;310;2.0;2;;https://www.cian.ru/sale/suburban/229663562/
house;350000000;388889;900;20.9;3;Калужское шоссе;https://www.cian.ru/sale/suburban/263090631/
house;8750000;63177;138.5;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265249486/
house;4950000;48529;102;7.0;2;Варшавское шоссе;https://www.cian.ru/sale/suburban/265108424/
cottage;12000000;80000;150;5.2;2;Варшавское шоссе;https://www.cian.ru/sale/suburban/264632532/
cottage;15000000;100000;150;8.09;2;Киевское шоссе;https://www.cian.ru/sale/suburban/260921640/
house;21000000;95455;220;10.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/226026908/
cottage;53000000;103922;510;24.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261214558/
cottage;68000000;185286;367;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/258433105/
house;13450000;46046;292.1;26.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/246689051/
house;5500000;55000;100;6.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/259497417/
house;6000000;50000;120;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264687890/
house;8500000;85000;100;4.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/263995543/
house;11500000;82143;140;4.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/262429942/
house;11900000;90152;132;6.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/263560744/
cottage;12500000;83333;150;7.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265184478/
house;17500000;116667;150;8.0;;Боровское шоссе;https://www.cian.ru/sale/suburban/260002626/
house;27000000;42188;640;21.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/261259184/
house;28900000;76053;380;20.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/226323307/
house;29500000;58416;505;25.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/195762637/
house;32000000;91429;350;10.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/261937017/
house;36000000;180000;200;9.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/192946221/
cottage;37500000;150000;250;15.0;;Минское шоссе;https://www.cian.ru/sale/suburban/258949779/
house;54000000;216000;250;35.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/257174973/
house;75000000;78125;960;15.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/257789859/
house;7400000;71222;103.9;6.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262651999/
house;4000000;33670;118.8;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/254575624/
